,site,model,Year,Month,Latitude,Longitude,Depth,Region,Coral_cover,Reef_complexity,SST,NPP,Wave_exposure,Habitat_type_classLV0,Habitat_type_classLV2,Coral_area_UFRTM_20km,Coral_area_UFRTM_200km,Depth_Sbrocco,Deepwater,FSA,Marina_slips_10km,Marina_slips_25km,Marine_reserve,Population_20km,Population_50km,Recreational_fishermen_50km,Tourist_fishing,Artificial_reefs_1km,SG_permits_50km,SG_charter_permits_25km,Total_gravity_intercept,Total_gravity,Keys_Divisions,FKNMS,DryTortugas,BNP,CoralECA,Nursery_seagrass,Nursery_mangroves,connectivity,Comm_engagement,Comm_reliance,Rec_engagement,Rec_reliance,Commercial_pounds_landed,Pop_per_area_reef_20km,Random,impact,YEAR,HABITAT_CD,REGION,PCT_CORAL,MAX_HARD_RELIEF,no.divers,Diversity_index
397,3016120_021U,impact,2008,May,24.61770908,-82.86862465,3.000462963,DRY TORT,6.006944444,0.776041667,22.7625671,634.0379639,7.085336208,Coral Reef and Hardbottom,Aggregate Reef,51169,904763,-6,10392.3877,30961.73242,0,0,Open,0,0,0,0,0,0,0,30,30,Dry Tortugas,,DRTO,,,9775423,0,1.54666974,-0.158,-0.129,-0.26,-0.185,1511066.2,0,7705,0,2008,CONT_LR,DRY TORT,6.006944444,0.776041667,4,0.875384003
398,3023665_082U,impact,2008,May,24.69865,-82.8642833,11.3,DRY TORT,5,3,22.4637695,736.7412109,7.4834795,Coral Reef and Hardbottom,Aggregate Reef,51169,907154,-12,3600,35048.23047,0,0,Open,0,0,0,0,0,0,0,29,29,Dry Tortugas,,DRTO,,,15788683,0,3.958614485,-0.158,-0.129,-0.26,-0.185,1511066.2,0,7605,0,2008,CONT_HR,DRY TORT,5,3,2,0.546956038
399,3023672_077U,biomass,2008,May,24.7114492,-82.8653825,9.6,DRY TORT,5.762068966,0.872988506,22.4730774,737.0046997,7.486294746,Coral Reef and Hardbottom,Aggregate Reef,51169,907104,-11,2082.842773,36272.49609,0,0,Open,0,0,0,0,0,0,0,29,29,Dry Tortugas,,DRTO,,,13428974,0,3.958614485,-0.158,-0.129,-0.26,-0.185,1511066.2,0,8355,0,2008,CONT_LR,DRY TORT,5.762068966,0.872988506,4,0.874400179
400,3027371_022U,impact,2008,May,24.6195,-82.863,15.4,DRY TORT,35,2.65,22.7475525,634.7238159,7.151790142,Coral Reef and Hardbottom,Spur and Groove,51169,906440,-6,10909.5459,31644.57422,0,0,Open,0,0,0,0,0,0,0,30,30,Dry Tortugas,,DRTO,,,10366881,0,1.54666974,-0.158,-0.129,-0.26,-0.185,1511066.2,0,7748,0,2008,SPGR_HR,DRY TORT,35,2.65,2,0.800737315
401,3027420_079U,impact,2008,May,24.70774796,-82.86359643,8.01531151,DRY TORT,8.98468849,1.838014784,22.4691406,736.6869507,7.489327431,Coral Reef and Hardbottom,Aggregate Reef,51169,907202,-11,2600,35813.91797,0,0,Open,0,0,0,0,0,0,0,29,29,Dry Tortugas,,DRTO,,,14250010,0,3.958614485,-0.158,-0.129,-0.26,-0.185,1511066.2,0,543,0,2008,CONT_MR,DRY TORT,8.98468849,1.838014784,4,0.914362457
402,3034876_008U,impact,2008,May,24.62910948,-82.85809139,9.9,DRY TORT,3.765356265,0.324692875,22.7002197,653.8312378,7.28737545,Coral Reef and Hardbottom,Spur and Groove,51169,907338,-6,10995.33203,32558.78711,0,0,Open,0,0,0,0,0,0,0,30,30,Dry Tortugas,,DRTO,,,12349407,0,1.54666974,-0.158,-0.129,-0.26,-0.185,1511066.2,0,9888,0,2008,SPGR_LR,DRY TORT,3.765356265,0.324692875,4,0.838574725
403,3042427_071U,impact,2008,May,24.72082049,-82.85584137,13.79018405,DRY TORT,19.16932515,1.28797546,22.4666687,735.0360718,7.479890347,Coral Reef and Hardbottom,Aggregate Reef,50781,907946,-14,1100,37645.28906,0,0,Open,0,0,0,0,0,0,0,31,31,Dry Tortugas,,DRTO,,,12171914,0,3.958614485,-0.158,-0.129,-0.26,-0.185,1511066.2,0,3708,0,2008,SPGR_LR,DRY TORT,19.16932515,1.28797546,4,0.895439014
404,3042428_069U,biomass,2008,May,24.72251018,-82.85608293,23.83003264,DRY TORT,4.937431991,0.74874864,22.4677063,735.2512817,7.479580402,Coral Reef and Hardbottom,Aggregate Reef,50629,907962,-25,900,37845.28906,0,0,Open,0,0,0,0,0,0,0,31,31,Dry Tortugas,,DRTO,,,11901145,0,3.958614485,-0.158,-0.129,-0.26,-0.185,1511066.2,0,8527,0,2008,CONT_LR,DRY TORT,4.937431991,0.74874864,4,0.891798759
405,3053662_087U,biomass,2008,May,24.69440806,-82.8487655,5.382796892,DRY TORT,6.379023307,1.370699223,22.4519287,727.2710571,7.481492043,Coral Reef and Hardbottom,Individual or Aggregated Patch Reef,51169,908954,-7,4100,36482.54688,0,0,Open,0,0,0,0,0,0,0,31,31,Dry Tortugas,,DRTO,,,16968746,0,3.958614485,-0.158,-0.129,-0.26,-0.185,1511066.2,0,628,0,2008,ISOL_MR,DRY TORT,6.379023307,1.370699223,4,0.456473373
406,3053678_068U,impact,2008,May,24.72275864,-82.84950059,19.35316901,DRY TORT,15,1.174823944,22.4585205,734.0127563,7.476232529,Coral Reef and Hardbottom,Aggregate Reef,50290,909064,-23,1000,38135.23828,0,0,Open,0,0,0,0,0,0,0,31,31,Dry Tortugas,,DRTO,,,11986100,0,3.958614485,-0.158,-0.129,-0.26,-0.185,1511066.2,0,595,0,2008,CONT_MR,DRY TORT,15,1.174823944,4,0.388437417
407,3057428_067U,impact,2008,May,24.72252399,-82.84794906,17.19271676,DRY TORT,17.50809249,1.451213873,22.4572083,733.8348389,7.475747108,Coral Reef and Hardbottom,Aggregate Reef,50228,909290,-23,1000,38176.66016,0,0,Open,0,0,0,0,0,0,0,31,31,Dry Tortugas,,DRTO,,,11987250,0,3.958614485,-0.158,-0.129,-0.26,-0.185,1511066.2,0,4917,0,2008,CONT_MR,DRY TORT,17.50809249,1.451213873,4,0.811562124
408,3064906_142U,impact,2008,May,24.6835,-82.8435667,9.976312849,DRY TORT,5.20726257,0.429441341,22.4843384,721.0054321,7.48948431,Coral Reef and Hardbottom,Individual or Aggregated Patch Reef,51169,909884,-12,5300,36485.49219,0,0,Open,0,0,0,0,0,0,0,31,31,Dry Tortugas,,DRTO,,,17770824,0,3.958614485,-0.158,-0.129,-0.26,-0.185,1511066.2,0,9716,0,2008,CONT_LR,DRY TORT,5.20726257,0.429441341,4,0.886631307
409,3064928_066U,impact,2008,May,24.7227733,-82.84395045,16.32613636,DRY TORT,13.93181818,1.376022727,22.4519592,733.1205444,7.472907066,Coral Reef and Hardbottom,Aggregate Reef,49971,910188,-23,1000,38342.34375,0,0,Open,0,0,0,0,0,0,0,31,31,Dry Tortugas,,DRTO,,,12091435,0,3.958614485,-0.158,-0.129,-0.26,-0.185,1511066.2,0,6349,0,2008,CONT_MR,DRY TORT,13.93181818,1.376022727,4,0.781804544
410,3072412_143U,biomass,2008,May,24.69467506,-82.83902512,3.299891658,DRY TORT,4.247562297,0.67475623,22.4421326,721.8995361,7.482475281,Coral Reef and Hardbottom,Individual or Aggregated Patch Reef,51169,910776,-8,4100,37382.54688,0,0,Open,0,0,0,0,0,0,0,31,31,Dry Tortugas,,DRTO,,,16773775,0,3.958614485,-0.158,-0.129,-0.26,-0.185,1511066.2,0,3546,0,2008,CONT_LR,DRY TORT,4.247562297,0.67475623,4,0.896507376
411,3087413_145H,impact,2008,May,24.6951,-82.8307167,3.4,DRY TORT,7.5,0.7,22.4317871,716.9577026,7.475355148,Coral Reef and Hardbottom,Individual or Aggregated Patch Reef,50907,911686,-8,4141.421387,38323.96875,0,0,Open,0,0,0,0,0,0,0,31,31,Dry Tortugas,,DRTO,,,16287499,0,3.958614485,-0.158,-0.129,-0.26,-0.185,1511066.2,0,9529,0,2008,CONT_LR,DRY TORT,7.5,0.7,2,0.865310845
412,3091163_145U,biomass,2008,May,24.6952167,-82.8305333,3.5,DRY TORT,13,1.95,22.4317871,716.9577026,7.475355148,Coral Reef and Hardbottom,Individual or Aggregated Patch Reef,50907,911686,-8,4141.421387,38323.96875,0,0,Open,0,0,0,0,0,0,0,31,31,Dry Tortugas,,DRTO,,,16287499,0,3.958614485,-0.158,-0.129,-0.26,-0.185,1511066.2,0,1248,0,2008,ISOL_MR,DRY TORT,13,1.95,2,0.877483654
413,3094926_220U,impact,2008,May,24.71993363,-82.82779241,9.598333333,DRY TORT,6.508333333,2,22.4323059,728.7681274,7.46832037,Coral Reef and Hardbottom,Aggregate Reef,49251,912014,-8,1500,39642.34375,0,0,Open,0,0,0,0,0,0,0,31,31,Dry Tortugas,,DRTO,,,12490249,0,3.958614485,-0.158,-0.129,-0.26,-0.185,1511066.2,0,5384,0,2008,SPGR_HR,DRY TORT,6.508333333,2,4,0.864742559
414,3094928_219U,impact,2008,May,24.7223302,-82.82821035,15.96200418,DRY TORT,28.93006263,1.464300626,22.4332825,730.2223511,7.470276356,Coral Reef and Hardbottom,Aggregate Reef,48933,912022,-20,1200,39766.60938,0,0,Open,0,0,0,0,0,0,0,31,31,Dry Tortugas,,DRTO,,,11981849,0,3.958614485,-0.158,-0.129,-0.26,-0.185,1511066.2,0,6430,0,2008,CONT_HR,DRY TORT,28.93006263,1.464300626,4,0.660815022
415,3106177_218U,impact,2008,May,24.7214414,-82.82268797,13.45447514,DRY TORT,7.529834254,1.474254144,22.4277893,728.5526733,7.468517303,Coral Reef and Hardbottom,Aggregate Reef,48459,912371,-19,1548.528198,40325.1875,0,0,Open,0,0,0,0,0,0,0,31,31,Dry Tortugas,,DRTO,,,11903331,0,3.958614485,-0.158,-0.129,-0.26,-0.185,1511066.2,0,5420,0,2008,SPGR_LR,DRY TORT,7.529834254,1.474254144,4,0.915277823
416,3109890_015U,impact,2008,May,24.65384304,-82.82006647,6.408561237,DRY TORT,1.752675386,0.424732461,22.5927673,675.6906738,7.525744438,Coral Reef and Hardbottom,Individual or Aggregated Patch Reef,51169,912391,-3,9172.791992,37518.58594,0,0,Open,0,0,0,0,0,0,0,31,31,Dry Tortugas,,DRTO,,,15078890,0,5.979803493,-0.158,-0.129,-0.26,-0.185,1511066.2,0,5824,0,2008,CONT_LR,DRY TORT,1.752675386,0.424732461,4,0.873988201
417,3109927_217U,biomass,2008,May,24.72150361,-82.82013691,14.40721893,DRY TORT,15,1.160828402,22.4260803,728.1556396,7.468154907,Coral Reef and Hardbottom,Aggregate Reef,48185,912560,-19,1631.37085,40525.1875,0,0,Open,0,0,0,0,0,0,0,31,31,Dry Tortugas,,DRTO,,,11771720,0,3.958614485,-0.158,-0.129,-0.26,-0.185,1511066.2,0,1932,0,2008,CONT_MR,DRY TORT,15,1.160828402,4,0.827577711
418,3113649_013U,impact,2008,May,24.67021004,-82.81787263,6.3,DRY TORT,1.82103321,0.22804428,22.5290771,691.890564,7.526773453,Coral Reef and Hardbottom,Individual or Aggregated Patch Reef,51169,912577,-10,7455.634766,38464.17188,0,0,Open,0,0,0,0,0,0,0,31,31,Dry Tortugas,,DRTO,,,16001032,0,3.958614485,-0.158,-0.129,-0.26,-0.185,1511066.2,0,5698,0,2008,CONT_LR,DRY TORT,1.82103321,0.22804428,4,0.756482737
419,3117429_214U,biomass,2008,May,24.7248583,-82.81712458,19.14971751,DRY TORT,14.25141243,1.525141243,22.4237305,730.0925293,7.470029354,Coral Reef and Hardbottom,Aggregate Reef,47160,912788,-19,1372.792236,40990.87109,0,0,Open,0,0,0,0,0,0,0,31,31,Dry Tortugas,,DRTO,,,10926297,0,3.958614485,-0.158,-0.129,-0.26,-0.185,1511066.2,0,8070,0,2008,SPGR_LR,DRY TORT,14.25141243,1.525141243,4,0.794938721
420,3128678_213U,impact,2008,May,24.72247958,-82.81020241,15.03821429,DRY TORT,24.04464286,1.769642857,22.4174133,726.8823853,7.469255924,Coral Reef and Hardbottom,Aggregate Reef,46826,913299,-18,1900,41566.60938,0,0,Open,0,0,0,0,0,0,0,31,31,Dry Tortugas,,DRTO,,,10707225,0,3.958614485,-0.158,-0.129,-0.26,-0.185,1511066.2,0,5686,0,2008,CONT_HR,DRY TORT,24.04464286,1.769642857,4,0.571226083
421,3128679_206U,impact,2008,May,24.72450214,-82.81025587,16.9,DRY TORT,23.11381215,1.727403315,22.4170471,729.0665894,7.471902847,Coral Reef and Hardbottom,Aggregate Reef,46513,913323,-18,1600,41690.87109,0,0,Open,0,0,0,0,0,0,0,31,31,Dry Tortugas,,DRTO,,,10331829,0,3.958614485,-0.158,-0.129,-0.26,-0.185,1511066.2,0,5548,0,2008,CONT_HR,DRY TORT,23.11381215,1.727403315,4,0.81181674
422,3132403_149U,impact,2008,May,24.67826447,-82.80717435,2.643458476,DRY TORT,3.052332196,0.348691695,22.4954468,688.1436157,7.478021622,Coral Reef and Hardbottom,Individual or Aggregated Patch Reef,50767,913399,-8,6965.685547,39936.96094,0,0,Open,0,0,0,0,0,0,0,31,31,Dry Tortugas,,DRTO,,,14940912,0,3.958614485,-0.158,-0.129,-0.26,-0.185,1511066.2,0,8752,0,2008,ISOL_LR,DRY TORT,3.052332196,0.348691695,4,0.859766061
423,3132404_148U,impact,2008,May,24.67977387,-82.80688322,3.1,DRY TORT,2.5,0.3252,22.4883362,689.6817627,7.470235348,Coral Reef and Hardbottom,Individual or Aggregated Patch Reef,50760,913407,-5,6765.685547,40019.80469,0,0,Open,0,0,0,0,0,0,0,31,31,Dry Tortugas,,DRTO,,,14990308,0,3.958614485,-0.158,-0.129,-0.26,-0.185,1511066.2,0,589,0,2008,ISOL_LR,DRY TORT,2.5,0.3252,4,0.848999284
424,3136177_212U,impact,2008,May,24.72183273,-82.80690574,12.7,DRY TORT,18.30998914,1.95369164,22.4139343,726.128418,7.468586922,Coral Reef and Hardbottom,Aggregate Reef,46460,913665,-18,2065.685547,41966.60938,0,0,Open,0,0,0,0,0,0,0,31,31,Dry Tortugas,,DRTO,,,10475935,0,3.958614485,-0.158,-0.129,-0.26,-0.185,1511066.2,0,244,0,2008,SPGR_HR,DRY TORT,18.30998914,1.95369164,4,0.858437101
425,3139929_209U,biomass,2008,May,24.72487951,-82.80426971,16.3409816,DRY TORT,17.65030675,1.238527607,22.4113708,728.1766357,7.469097137,Coral Reef and Hardbottom,Aggregate Reef,45895,913835,-17,1848.528198,42290.87109,0,0,Open,0,0,0,0,0,0,0,31,31,Dry Tortugas,,DRTO,,,9880568,0,3.958614485,-0.158,-0.129,-0.26,-0.185,1511066.2,0,4726,0,2008,CONT_MR,DRY TORT,17.65030675,1.238527607,4,0.796297254
426,3143627_006U,impact,2008,May,24.63101743,-82.80087549,11.59648712,DRY TORT,8.764637002,1.3764637,22.6754089,613.7377319,7.507092476,Coral Reef and Hardbottom,Spur and Groove,51169,913579,-15,11458.07324,38483.05078,0,0,Open,0,0,0,0,0,0,0,32,32,Dry Tortugas,,DRTO,,,9346358,0,5.979803493,-0.158,-0.129,-0.26,-0.185,1511066.2,0,5286,0,2008,SPGR_LR,DRY TORT,8.764637002,1.3764637,4,0.877773055
427,3143677_211U,impact,2008,May,24.7213531,-82.80255258,13.63295063,DRY TORT,5.726750861,1.453099885,22.4107605,724.5349731,7.467868805,Coral Reef and Hardbottom,Aggregate Reef,46183,913899,-17,2331.37085,42325.1875,0,0,Open,0,0,0,0,0,0,0,31,31,Dry Tortugas,,DRTO,,,10153288,0,3.958614485,-0.158,-0.129,-0.26,-0.185,1511066.2,0,8513,0,2008,SPGR_LR,DRY TORT,5.726750861,1.453099885,4,0.913009514
428,3154927_194U,impact,2008,May,24.72158406,-82.79611693,13.65042463,DRY TORT,7.521231423,1.452547771,22.4056641,723.3088989,7.464843273,Coral Reef and Hardbottom,Aggregate Reef,45540,913979,-15,2579.898926,42925.1875,0,0,Open,0,0,0,0,0,0,0,31,31,Dry Tortugas,,DRTO,,,9457033,0,3.958614485,-0.158,-0.129,-0.26,-0.185,1511066.2,0,6388,0,2008,CONT_MR,DRY TORT,7.521231423,1.452547771,4,0.614663419
429,3158631_005U,impact,2008,May,24.63815873,-82.79336708,10.94129032,DRY TORT,4.751612903,1.575483871,22.6474854,620.5025024,7.521846771,Coral Reef and Hardbottom,Aggregate Reef,51144,913979,-10,10368.12402,39514.42188,0,0,Open,0,0,0,0,0,0,0,32,32,Dry Tortugas,,DRTO,,,9376445,0,5.979803493,-0.158,-0.129,-0.26,-0.185,1511066.2,0,3554,0,2008,CONT_MR,DRY TORT,4.751612903,1.575483871,4,0.907409826
430,3158669_197U,biomass,2008,May,24.70781759,-82.79461953,6.82875817,DRY TORT,1.95751634,0.522875817,22.4117065,708.7824707,7.458779812,Coral Reef and Hardbottom,Aggregate Reef,46933,913997,-9,3959.798096,42503.86719,0,0,Open,0,0,0,0,0,0,0,31,31,Dry Tortugas,,DRTO,,,11165946,0,3.958614485,-0.158,-0.129,-0.26,-0.185,1511066.2,0,5521,0,2008,ISOL_LR,DRY TORT,1.95751634,0.522875817,4,0.401675037
431,3158675_195U,biomass,2008,May,24.71804137,-82.79423396,11.65033186,DRY TORT,1.751659292,0.675497788,22.4060608,720.0701294,7.46298027,Coral Reef and Hardbottom,Aggregate Reef,45762,913997,-12,2962.741699,43000.92188,0,0,Open,0,0,0,0,0,0,0,31,31,Dry Tortugas,,DRTO,,,9598805,0,3.958614485,-0.158,-0.129,-0.26,-0.185,1511066.2,0,8336,0,2008,SPGR_LR,DRY TORT,1.751659292,0.675497788,4,0.93434662
432,3177387_004U,impact,2008,May,24.64875623,-82.78328105,16.69448276,DRY TORT,13.78448276,1.106896552,22.6028687,631.4732666,7.520493507,Coral Reef and Hardbottom,Aggregate Reef,50364,914171,-14,8753.910156,41011.48047,0,0,Open,0,0,0,0,0,0,0,31,31,Dry Tortugas,,DRTO,,,9059429,0,5.979803493,-0.158,-0.129,-0.26,-0.185,1511066.2,0,7200,0,2008,CONT_MR,DRY TORT,13.78448276,1.106896552,4,0.8002073
433,3199908_001U,biomass,2008,May,24.68727408,-82.77216665,15.5332996,DRY TORT,7.055668016,1.213866397,22.4824463,665.8466797,7.448936462,Coral Reef and Hardbottom,Aggregate Reef,46075,915668,-14,5052.691406,43892.59766,0,0,Open,0,0,0,0,0,0,0,31,31,Dry Tortugas,,DRTO,,,8852582,0,3.958614485,-0.158,-0.129,-0.26,-0.185,1511066.2,0,1704,0,2008,CONT_MR,DRY TORT,7.055668016,1.213866397,4,0.904438273
434,4658526_740U,biomass,2008,August,24.456775,-82.0022083,7.15,FLA KEYS,0.25,0.225,23.5149475,595.6581421,7.126354694,Coral Reef and Hardbottom,Pavement,95580,1034247,-10,2500,6442.640625,0,323,Open,0,40520,7269,1.648830347,0,54,0,64,64,Marquesas,FKNMS,,,,6340147.5,336706.5938,7.145192937,-0.158,-0.129,-0.26,-0.185,1511066.2,0,244,,2008,CONT_LR,FLA KEYS,0.25,0.225,4,0.921748494
435,4771041_642U,impact,2008,August,24.48278252,-81.94305248,7.995048439,FLA KEYS,10.45048439,1.75,23.409906,728.4161377,6.632591724,Coral Reef and Hardbottom,Individual or Aggregated Patch Reef,103124,1048468,-9,5500,700,0,723,Open,23247,41600,7675,1.654527897,0,54,126,80,80,Marquesas,FKNMS,,,,26648822,883092.625,4.618931049,-0.158,-0.129,-0.26,-0.185,1511066.2,0.225427641,3165,0.379,2008,ISOL_MR,FLA KEYS,10.45048439,1.75,4,0.892606311
436,4819775_703U,impact,2008,August,24.4550421,-81.91700805,9.648824786,FLA KEYS,8.503205128,0.800213675,23.5663086,591.4747925,6.891881943,Coral Reef and Hardbottom,Pavement,94564,1049985,-8,2100,2755.63501,0,723,Open,24940,42254,7865,1.656359252,0,70,126,69,69,Marquesas,FKNMS,,,,13581740,299329.3125,4.618931049,-0.158,-0.129,-0.26,-0.185,1511066.2,0.263736729,6294,,2008,CONT_LR,FLA KEYS,8.503205128,0.800213675,4,0.889539164
437,4823527_698U,impact,2008,August,24.45793967,-81.91502698,7.804189044,FLA KEYS,4,0.872556391,23.553186,605.0175171,6.896072865,Coral Reef and Hardbottom,Pavement,96730,1050441,-8,2400,3138.477539,0,723,Open,24940,42254,7898,1.661853319,0,70,126,69,69,Marquesas,FKNMS,,,,14795140,324930.1875,4.618931049,-0.158,-0.129,-0.26,-0.185,1511066.2,0.257831076,3824,,2008,CONT_LR,FLA KEYS,4,0.872556391,4,0.903260755
438,4853517_734U,biomass,2008,August,24.43981769,-81.89888049,16.64296875,FLA KEYS,2.4765625,0.50234375,23.6653687,511.3505554,7.110931873,Coral Reef and Hardbottom,Pavement,76588,1050908,-23,300,3248.528076,0,723,Open,26859,42338,7898,1.661853319,0,70,126,69,69,Marquesas,FKNMS,,,,8763976,43223.83203,4.618931049,-0.158,-0.129,-0.26,-0.185,1511066.2,0.350694626,9653,,2008,CONT_LR,FLA KEYS,2.4765625,0.50234375,4,0.840948694
439,4887274_717U,impact,2008,August,24.4538333,-81.8813667,7.6,FLA KEYS,11.5,1,23.6023193,583.0272827,6.954621792,Coral Reef and Hardbottom,Pavement,86110,1053155,-12,1224.264038,5611.27002,0,723,Closed,35874,43037,8099,0,0,70,126,69,69,Marquesas,FKNMS,,,,13825460,107784.1406,4.618931049,-0.158,-0.129,-0.26,-0.185,855670.2,0.416606666,6054,,2008,CONT_LR,FLA KEYS,11.5,1,2,0.903792286
440,4891018_735U,biomass,2008,August,24.44283624,-81.87899607,15.04699332,FLA KEYS,2.968819599,0.42733853,23.6622253,524.9480591,7.259258747,Coral Reef and Hardbottom,Pavement,80455,1052880,-35,0,5414.213379,0,723,Open,31455,42765,8052,1.662667254,0,70,126,69,69,Marquesas,FKNMS,,,,9760858,27232.14453,4.618931049,-0.158,-0.129,-0.26,-0.185,855670.2,0.390963893,1306,,2008,CONT_LR,FLA KEYS,2.968819599,0.42733853,4,0.751703667
441,4962279_693U,biomass,2008,August,24.46186045,-81.84106592,4.748358862,FLA KEYS,3.736323851,1.445076586,23.5705811,582.5210571,6.940012455,Coral Reef and Hardbottom,Spur and Groove,92313,1057965,-6,1189.949463,7789.949707,0,733,Closed,37045,43641,8378,0,0,70,126,74,74,Marquesas,FKNMS,,,,11957365,27457.29688,9.984375,-0.158,-0.129,-0.26,-0.185,855670.2,0.401297759,6698,0.382,2008,SPGR_HR,FLA KEYS,3.736323851,1.445076586,4,0.894899026
442,4969780_675U,biomass,2008,August,24.46468532,-81.83797844,3.7,FLA KEYS,0.744570838,1.755429162,23.5585266,590.9017944,6.951460361,Coral Reef and Hardbottom,Aggregate Reef,93732,1058339,-10,1365.685425,7365.685547,0,733,Open,37127,43838,8452,1.67589371,0,70,126,126,126,Marquesas,FKNMS,,,,12448135,25455.28711,9.984375,-0.158,-0.129,-0.26,-0.185,855670.2,0.396097384,1267,0.382,2008,SPGR_HR,FLA KEYS,0.744570838,1.755429162,4,0.884269584
443,4977286_743U,biomass,2008,August,24.47582941,-81.83295,5.403652968,FLA KEYS,0.5,0.275456621,23.4956909,631.0961304,6.839038372,Coral Reef and Hardbottom,Pavement,98534,1059476,-5,2382.842773,7031.371094,4,733,Open,37186,44307,8525,1.685864423,0,70,126,126,126,Marquesas,FKNMS,,,,15062700,58333.39063,9.984375,-0.158,-0.129,-0.26,-0.185,855670.2,0.377392575,6422,,2008,ISOL_LR,FLA KEYS,0.5,0.275456621,4,0.905507491
444,4981037_744U,impact,2008,August,24.4776667,-81.8317833,5.6,FLA KEYS,1,0.25,23.4852234,637.368103,6.790464878,Coral Reef and Hardbottom,Pavement,99743,1059722,-5,2541.421387,7014.213379,111,733,Open,37186,44307,8563,1.696445588,0,70,126,126,126,Marquesas,FKNMS,,,,15552278,67204.82031,9.984375,-0.158,-0.129,-0.26,-0.185,855670.2,0.372818143,1889,,2008,CONT_LR,FLA KEYS,1,0.25,2,0.897394429
445,5018532_718U,impact,2008,August,24.46832415,-81.81214491,5.746945701,FLA KEYS,2.775452489,0.4510181,23.580072,574.4665527,6.899756432,Coral Reef and Hardbottom,Spur and Groove,95905,1060834,-14,765.6854248,4600,0,733,Open,37685,45235,8752,1.697666492,0,70,126,126,126,Lower Keys,FKNMS,,,,9274660,13385.42188,9.984375,-0.158,-0.129,-0.26,-0.185,855670.2,0.392940931,8595,0.382,2008,CONT_LR,FLA KEYS,2.775452489,0.4510181,4,0.918142
446,5134783_719U,impact,2008,August,24.47097533,-81.75166142,18.63722163,FLA KEYS,11.94591729,1.636267232,23.6644531,543.8335571,6.963631153,Coral Reef and Hardbottom,Aggregate Reef,99135,1066280,-13,1200,948.5281372,0,733,Open,39425,48000,9479,1.720456693,0,76,126,133,133,Lower Keys,FKNMS,,,,8969430,114461.6406,9.984375,-0.158,-0.129,-0.26,-0.185,855670.2,0.397690019,616,0.382,2008,SPGR_LR,FLA KEYS,11.94591729,1.636267232,4,0.884755067
447,5164788_705U,impact,2008,August,24.47975897,-81.73514882,9.051771429,FLA KEYS,3.446857143,0.353542857,23.6552979,565.5102539,5.696791172,Coral Reef and Hardbottom,Pavement,103581,1068532,-9,1682.842773,1672.792236,102,733,Open,39426,48049,9483,1.720456693,0,76,126,133,133,Lower Keys,FKNMS,,,,11889349,312315.6875,9.984375,-0.158,-0.129,-0.26,-0.185,855670.2,0.380629652,4161,,2008,CONT_LR,FLA KEYS,3.446857143,0.353542857,4,0.91943737
448,5172288_699U,biomass,2008,August,24.47911682,-81.73085779,7,FLA KEYS,3.751744186,0.300116279,23.6693665,560.0470581,5.639556885,Coral Reef and Hardbottom,Reef Rubble,103675,1068844,-11,1482.842773,1407.106812,102,733,Open,39427,48050,9483,1.720456693,0,76,126,133,133,Lower Keys,FKNMS,,,,12104823,297796.3125,9.984375,-0.158,-0.129,-0.26,-0.185,855670.2,0.380294189,1916,,2008,CONT_LR,FLA KEYS,3.751744186,0.300116279,4,0.870335231
449,5191040_715U,impact,2008,August,24.4830165,-81.72207376,6.349774266,FLA KEYS,6.477426637,0.599097065,23.6797424,565.3560181,5.293683529,Coral Reef and Hardbottom,Pavement,106519,1069599,-6,1600,1765.685425,122,733,Closed,39503,48050,9483,0,0,76,126,133,133,Lower Keys,FKNMS,,,,13518028,385031.75,9.984375,-0.158,-0.129,-0.26,-0.185,855670.2,0.370854026,1734,,2008,CONT_LR,FLA KEYS,6.477426637,0.599097065,4,0.894879978
450,5194784_720U,impact,2008,August,24.47219041,-81.71879361,11.66678082,FLA KEYS,0.976027397,0.32859589,23.7253662,529.5911865,7.112409592,Coral Reef and Hardbottom,Pavement,101441,1069309,-28,341.4213562,965.6854248,15,733,Open,39427,48050,9483,1.720456693,0,76,126,133,133,Lower Keys,FKNMS,,,,11588955,173617.0469,9.984375,-0.158,-0.129,-0.26,-0.185,855670.2,0.388669276,7663,,2008,SPGR_LR,FLA KEYS,0.976027397,0.32859589,4,0.766762187
451,5213539_691U,impact,2008,August,24.4808167,-81.7105333,5.072385787,FLA KEYS,5.762944162,1.854314721,23.6993652,548.4593506,7.074790955,Coral Reef and Hardbottom,Aggregate Reef,106466,1070139,-17,1082.842773,2179.898926,82,733,Closed,39503,48050,9483,0,0,76,126,133,133,Lower Keys,FKNMS,,,,13876996,304719.8125,5.417427007,0.446,0.295,0.235,0.48,855670.2,0.371038641,9878,0.382,2008,SPGR_HR,FLA KEYS,5.762944162,1.854314721,4,0.916283373
452,5217291_662U,biomass,2008,August,24.48480899,-81.70751053,2.450891795,FLA KEYS,0,0.262574316,23.6841675,558.1445923,7.005238056,Coral Reef and Hardbottom,Reef Rubble,109897,1070513,-7,1482.842773,2687.005859,102,733,Closed,39606,48050,9483,0,0,76,126,133,133,Lower Keys,FKNMS,,,,14975064,387539.4375,5.417427007,0.446,0.295,0.235,0.48,855670.2,0.360392003,1403,,2008,RUBB_LR,FLA KEYS,0,0.262574316,4,0.794631268
